# 1146
radius mass density pressure H He CO Fe
34866851.00569243 9.964748344761329e+32 3121325515.6310763 2.0942581346695056e+27 3.932878011382464e-05 0.007813309284373283 0.012103998476236586 0.9791976325675327
35041662.06506983 1.0047601753834812e+33 3086956929.5545726 2.065869801831957e+27 4.056755359047031e-05 0.007955492614123972 0.011769303479852458 0.9793920325421829
35231958.9548148 1.0137647944096104e+33 3049987464.000699 2.0353770435916395e+27 4.187578868247323e-05 0.008100071394773768 0.01140645883965606 0.9796145850399125
35394116.98077604 1.0214253042471704e+33 3014660675.842687 2.0063590594671523e+27 4.323801628197364e-05 0.008251054165999238 0.011071891949310532 0.9798010196337023
35570638.00997004 1.0297507022156968e+33 2981071331.5241485 1.978824293117304e+27 4.453230045372975e-05 0.008390629859482301 0.010755978753443893 0.9799808015630882
35762828.75128009 1.0387986967753408e+33 2944979549.953515 1.9492501996450595e+27 4.584035708222324e-05 0.008525596919803546 0.010418762331112087 0.9801896144908459
35926629.66145155 1.0464959841462982e+33 2910450134.6788726 1.9211091060660237e+27 4.727204070435095e-05 0.00867552601766649 0.010105725892277689 0.980356783688648
36104982.219387874 1.0548611944223654e+33 2877401682.105739 1.8944098293900817e+27 4.901381278079167e-05 0.008865077055141555 0.009822056304794708 0.9804501152600431
36299197.98771669 1.06395228581475e+33 2842191530.294321 1.865733182655393e+27 5.0287336483695326e-05 0.008985821448824736 0.009508866995141066 0.9806517893782669
36464751.11828446 1.0716861190601914e+33 2808498920.0784097 1.8384484306183877e+27 5.170986152102884e-05 0.00912124545942211 0.009205864484260957 0.980826541782296
36645028.5151464 1.0800908908286317e+33 2776405804.1200585 1.8125625602960176e+27 5.316360638157293e-05 0.009263204500453193 0.008938114963713694 0.9809572017511983
36841388.00402323 1.0892248075084624e+33 2741827363.117946 1.7847652337407096e+27 5.482886005970377e-05 0.009423573602617676 0.00865222930353604 0.9810884998884384
37008802.233231135 1.0969949529467844e+33 2708837336.233953 1.758318892307642e+27 5.6455628445690046e-05 0.009577415472659478 0.008385069165255417 0.9812073482463665
37191192.06295001 1.1054390302111887e+33 2676659263.957342 1.7332299354948294e+27 5.953280357603635e-05 0.00999675611564333 0.008442379974972445 0.9806869001252765
37389899.16076467 1.1146154917604883e+33 2642734301.5978823 1.706292834589956e+27 6.16249189346658e-05 0.010195767758701596 0.008170386515050605 0.9807639984656805
37559338.15802656 1.1224217100997796e+33 2610611660.1490493 1.6806662387667227e+27 6.314898309295571e-05 0.01032226313246916 0.007902365865239654 0.980915166091146
37743909.75657362 1.1309048314922652e+33 2579958079.2162867 1.656358746639885e+27 6.486000933986754e-05 0.010470113892198747 0.0076561160988808385 0.9810215460185289
37945017.89267784 1.1401235524441796e+33 2546979380.4019966 1.6302611426127497e+27 6.669411222440388e-05 0.010623486912156543 0.007394556978646339 0.9811391532890175
38116540.98859131 1.1479655996514425e+33 2515508519.3168845 1.6054375055979232e+27 6.852132383799446e-05 0.010774297293132081 0.007150444530379702 0.9812413018371929
38303411.103189126 1.1564874984978292e+33 2485605850.467391 1.5818931053386958e+27 7.022234663906292e-05 0.010908991481857165 0.006920763403268287 0.981345681642961
38507064.87677882 1.165748187451703e+33 2453347303.4939346 1.5566182098855366e+27 7.228222750301501e-05 0.011075571915013476 0.006681606894578971 0.9814263529835838
38680790.20475139 1.1736258145660136e+33 2422611240.1309295 1.5325794874604798e+27 7.420819782658346e-05 0.011224917757901251 0.006456309405428114 0.9815114755618974
38870099.61933218 1.1821862188919227e+33 2393303408.787919 1.5097826420626483e+27 7.630985067418764e-05 0.011392600092336074 0.006249913029470599 0.9815572218126177
39076439.43320642 1.1914885787472048e+33 2361921943.7980857 1.4853109488804965e+27 7.813852684933974e-05 0.011519256171056652 0.006023732304028152 0.9816685793563183
39252487.22591292 1.199401531944773e+33 2331916835.807481 1.462039551104361e+27 8.015337629889493e-05 0.011664924187032792 0.005815031028953736 0.9817413755466882
39444351.21374948 1.2080001644971932e+33 2303406667.673054 1.4399722214497416e+27 8.204884669893027e-05 0.011796371214975083 0.005619273260348071 0.9818158396013771
39653525.66751903 1.217343892423483e+33 2272641863.741888 1.4162883698240387e+27 8.437170794671165e-05 0.011964779255832756 0.005419397552353778 0.9818559157887393
39832029.567748144 1.2252919130243144e+33 2243283939.370518 1.3937687351942153e+27 8.671235102642579e-05 0.012131667893766226 0.005231553497633967 0.9818848490340722
40026598.090377234 1.2339284912909818e+33 2215515099.6712656 1.372415814054797e+27 8.850655832452954e-05 0.012239748512609044 0.005049847619630853 0.9819701556762204
40238722.62223854 1.243313278762276e+33 2185882286.216717 1.349499427036675e+27 8.96030005614849e-05 0.012264226076078778 0.004846049372859616 0.9821687608623217
40419799.53848592 1.251296103252048e+33 2156961373.056449 1.3277181338180264e+27 9.297357718573858e-05 0.012524212851716607 0.004688022703876161 0.9820684358602196
