# 1000
radius mass density pressure H He CO Fe
57219544140.19223 3.382138970996111e+32 17.476546082749696 8.738273041374848e+16 1.0 1e-10 1e-10 1e-10
57691440081.29791 3.432195200885161e+32 17.33359400616131 8.666797003080654e+16 1.0 1e-10 1e-10 1e-10
58166403089.570206 3.482942888626728e+32 17.19205498163784 8.596027490818918e+16 1.0 1e-10 1e-10 1e-10
58644453099.27893 3.5343913029434095e+32 17.051911087091295 8.525955543545648e+16 1.0 1e-10 1e-10 1e-10
59125610174.255775 3.5865498350660565e+32 16.913144694029995 8.456572347014998e+16 1.0 1e-10 1e-10 1e-10
59609894508.736465 3.639428000342041e+32 16.775738461564284 8.387869230782142e+16 1.0 1e-10 1e-10 1e-10
60097326428.20828 3.6930354398645636e+32 16.639675330558852 8.319837665279426e+16 1.0 1e-10 1e-10 1e-10
60587926390.263115 3.7473819221232815e+32 16.50493851792734 8.25246925896367e+16 1.0 1e-10 1e-10 1e-10
61081714985.456085 3.802477344676517e+32 16.371511511065233 8.185755755532616e+16 1.0 1e-10 1e-10 1e-10
61578712938.16975 3.858331735845377e+32 16.2393780624172 8.1196890312086e+16 1.0 1e-10 1e-10 1e-10
62078941107.48386 3.914955256430006e+32 16.108522184175044 8.054261092087522e+16 1.0 1e-10 1e-10 1e-10
62582420488.05087 3.972358201448301e+32 15.978928143102648 7.989464071551323e+16 1.0 1e-10 1e-10 1e-10
63089172210.97708 4.030551001897379e+32 15.850580455484351 7.925290227742176e+16 1.0 1e-10 1e-10 1e-10
63599217544.70946 4.08954422653808e+32 15.723463882193398 7.861731941096699e+16 1.0 1e-10 1e-10 1e-10
64112577895.928345 4.149348583702826e+32 15.597563423877045 7.798781711938522e+16 1.0 1e-10 1e-10 1e-10
64629274810.44588 4.209974923127115e+32 15.472864316255214 7.736432158127606e+16 1.0 1e-10 1e-10 1e-10
65149329974.11024 4.271434237804984e+32 15.349352025529516 7.674676012764758e+16 1.0 1e-10 1e-10 1e-10
65672765213.71585 4.333737665868741e+32 15.227012243899676 7.613506121949838e+16 1.0 1e-10 1e-10 1e-10
66199602497.91945 4.396896492493286e+32 15.105830885184368 7.552915442592184e+16 1.0 1e-10 1e-10 1e-10
66729863938.16208 4.460922151825335e+32 14.985794080543762 7.492897040271882e+16 1.0 1e-10 1e-10 1e-10
67263571789.597145 4.5258262289378936e+32 14.866888174300879 7.43344408715044e+16 1.0 1e-10 1e-10 1e-10
67800748452.02446 4.591620461810271e+32 14.749099719859228 7.374549859929614e+16 1.0 1e-10 1e-10 1e-10
68341416470.83035 4.658316743334026e+32 14.63241547571409 7.316207737857045e+16 1.0 1e-10 1e-10 1e-10
68885598537.93393 4.725927123345117e+32 14.516822401554945 7.258411200777472e+16 1.0 1e-10 1e-10 1e-10
69433317492.73941 4.7944638106826514e+32 14.402307654456655 7.201153827228327e+16 1.0 1e-10 1e-10 1e-10
69984596323.09476 4.863939175274551e+32 14.288858585157007 7.144429292578503e+16 1.0 1e-10 1e-10 1e-10
70539458166.25642 4.934365750250504e+32 14.1764627344184 7.0882313672092e+16 1.0 1e-10 1e-10 1e-10
71097926309.86049 5.0057562340825484e+32 14.065107829471406 7.032553914735703e+16 1.0 1e-10 1e-10 1e-10
71660024192.9 5.07812349275364e+32 13.954781780538095 6.977390890269047e+16 1.0 1e-10 1e-10 1e-10
72225775406.70868 5.151480561954602e+32 13.845472677433035 6.9227363387165176e+16 1.0 1e-10 1e-10 1e-10
72795203695.95116 5.225840649309788e+32 13.737168786239959 6.868584393119979e+16 1.0 1e-10 1e-10 1e-10
73368332959.61946 5.301217136631859e+32 13.629858546062115 6.814929273031058e+16 1.0 1e-10 1e-10 1e-10
73945187252.03607 5.3776235822060446e+32 13.523530565844432 6.761765282922216e+16 1.0 1e-10 1e-10 1e-10
74525790783.8635 5.4550737231042805e+32 13.41817362126565 6.709086810632825e+16 1.0 1e-10 1e-10 1e-10
75110167923.12039 5.533581477529603e+32 13.31377665169858 6.6568883258492904e+16 1.0 1e-10 1e-10 1e-10
75698343196.20428 5.613160947191193e+32 13.210328757236825 6.605164378618413e+16 1.0 1e-10 1e-10 1e-10
76290341288.92099 5.693826419710503e+32 13.107819195786211 6.553909597893106e+16 1.0 1e-10 1e-10 1e-10
76886187047.52058 5.775592371058813e+32 13.006237380219362 6.503118690109681e+16 1.0 1e-10 1e-10 1e-10
77485905479.74033 5.858473468026688e+32 12.905572875591712 6.452786437795856e+16 1.0 1e-10 1e-10 1e-10
78089521755.85414 5.942484570725706e+32 12.805815396417545 6.402907698208773e+16 1.0 1e-10 1e-10 1e-10
78697061209.72906 6.0276407351229136e+32 12.706954804004463 6.353477402002231e+16 1.0 1e-10 1e-10 1e-10
79308549339.88852 6.113957215608405e+32 12.608981103844831 6.304490551922416e+16 1.0 1e-10 1e-10 1e-10
79924011810.58246 6.201449467596487e+32 12.511884443062872 6.255942221531436e+16 1.0 1e-10 1e-10 1e-10
80543474452.8645 6.2901331501608366e+32 12.415655107915887 6.207827553957943e+16 1.0 1e-10 1e-10 1e-10
81166963265.67609 6.3800241287041316e+32 12.320283521348399 6.160141760674199e+16 1.0 1e-10 1e-10 1e-10
81794504416.93765 6.4711384776625766e+32 12.22576024059783 6.112880120298915e+16 1.0 1e-10 1e-10 1e-10
82426124244.64688 6.563492483245773e+32 12.132075954850494 6.066037977425247e+16 1.0 1e-10 1e-10 1e-10
83061849257.98415 6.657102646212452e+32 12.039221482946662 6.019610741473331e+16 1.0 1e-10 1e-10 1e-10
83701706138.42508 6.751985684682439e+32 11.947187771133477 5.9735938855667384e+16 1.0 1e-10 1e-10 1e-10
84345721740.86038 6.848158536985434e+32 11.85596589086463 5.9279829454323144e+16 1.0 1e-10 1e-10 1e-10
84993923094.72299 6.945638364546994e+32 11.765547036645573 5.8827735183227864e+16 1.0 1e-10 1e-10 1e-10
85646337405.12245 7.044442554812294e+32 11.675922523923253 5.8379612619616264e+16 1.0 1e-10 1e-10 1e-10
86302992053.98672 7.144588724208034e+32 11.587083787019239 5.793541893509619e+16 1.0 1e-10 1e-10 1e-10
86963914601.21146 7.246094721143156e+32 11.499022377105243 5.7495111885526216e+16 1.0 1e-10 1e-10 1e-10
87629132785.81656 7.3489786290487e+32 11.411729960220004 5.7058649801100024e+16 1.0 1e-10 1e-10 1e-10
88298674527.1106 7.453258769457487e+32 11.325198315326546 5.662599157663273e+16 1.0 1e-10 1e-10 1e-10
88972567925.86241 7.558953705123977e+32 11.239419332408877 5.619709666204438e+16 1.0 1e-10 1e-10 1e-10
89650841265.48058 7.666082243184954e+32 11.154385010607177 5.577192505303589e+16 1.0 1e-10 1e-10 1e-10
90333523013.20045 7.774663438361543e+32 11.070087456390578 5.535043728195289e+16 1.0 1e-10 1e-10 1e-10
91020641821.27896 7.884716596203028e+32 10.986518881766644 5.493259440883322e+16 1.0 1e-10 1e-10 1e-10
91712226528.19714 7.996261276373119e+32 10.903671602526709 5.4518358012633544e+16 1.0 1e-10 1e-10 1e-10
92408306159.87048 8.109317295979161e+32 10.821538036526233 5.410769018263117e+16 1.0 1e-10 1e-10 1e-10
93108909930.8671 8.223904732944832e+32 10.740110701999358 5.370055350999679e+16 1.0 1e-10 1e-10 1e-10
93814067245.63397 8.34004392942697e+32 10.659382215906849 5.329691107953424e+16 1.0 1e-10 1e-10 1e-10
94523807699.731 8.457755495277025e+32 10.579345292316717 5.289672646158358e+16 1.0 1e-10 1e-10 1e-10
95238161081.07315 8.577060311547782e+32 10.499992740816701 5.24999637040835e+16 1.0 1e-10 1e-10 1e-10
95957157371.18063 8.697979534045887e+32 10.421317464957916 5.2106587324789576e+16 1.0 1e-10 1e-10 1e-10
96680826746.43724 8.820534596930804e+32 10.343312460728939 5.1716562303644696e+16 1.0 1e-10 1e-10 1e-10
97409199579.35684 8.944747216360857e+32 10.265970815059669 5.1329854075298344e+16 1.0 1e-10 1e-10 1e-10
98142306439.85822 9.070639394186885e+32 10.189285704354235 5.0946428521771176e+16 1.0 1e-10 1e-10 1e-10
98880178096.5479 9.19823342169415e+32 10.113250393052354 5.056625196526177e+16 1.0 1e-10 1e-10 1e-10
99622845518.01172 9.327551883393208e+32 10.03785823221844 5.01892911610922e+16 1.0 1e-10 1e-10 1e-10
100370339874.11447 9.458617660860284e+32 9.963102658157881 4.981551329078941e+16 1.0 1e-10 1e-10 1e-10
101122692537.30812 9.591453936627833e+32 9.888977191059867 4.9444885955299336e+16 1.0 1e-10 1e-10 1e-10
101879935083.94852 9.726084198125965e+32 9.815475433666162 4.907737716833081e+16 1.0 1e-10 1e-10 1e-10
102642099295.62067 9.862532241675375e+32 9.742591069965245 4.871295534982622e+16 1.0 1e-10 1e-10 1e-10
103409217160.47263 1.0000822176532448e+33 9.670317863911286 4.835158931955643e+16 1.0 1e-10 1e-10 1e-10
104181320874.55801 1.0140978428987212e+33 9.598649658167355 4.7993248290836776e+16 1.0 1e-10 1e-10 1e-10
104958442843.18729 1.0283025746514895e+33 9.527580372872391 4.763790186436195e+16 1.0 1e-10 1e-10 1e-10
105740615682.28784 1.0426989201981643e+33 9.457104004431342 4.728552002215671e+16 1.0 1e-10 1e-10 1e-10
106527872219.77283 1.0572894197905306e+33 9.387214624328038 4.693607312164019e+16 1.0 1e-10 1e-10 1e-10
107320245496.91907 1.0720766470771817e+33 9.317906377960231 4.658953188980115e+16 1.0 1e-10 1e-10 1e-10
108117768769.75363 1.0870632095408013e+33 9.249173483496396 4.6245867417481976e+16 1.0 1e-10 1e-10 1e-10
108920475510.44977 1.1022517489411587e+33 9.181010230753726 4.590505115376863e+16 1.0 1e-10 1e-10 1e-10
109728399408.73166 1.1176449417638925e+33 9.11341098009696 4.55670549004848e+16 1.0 1e-10 1e-10 1e-10
110541574373.28831 1.1332454996751589e+33 9.046370161357533 4.523185080678766e+16 1.0 1e-10 1e-10 1e-10
111360034533.19687 1.14905616998222e+33 8.979882272772606 4.489941136386303e+16 1.0 1e-10 1e-10 1e-10
112183814239.35489 1.1650797361000527e+33 8.91394187994361 4.4569709399718056e+16 1.0 1e-10 1e-10 1e-10
113012948065.9221 1.18131901802405e+33 8.848543614813813 4.4242718074069064e+16 1.0 1e-10 1e-10 1e-10
113847470811.77148 1.197776872808903e+33 8.78368217466455 4.391841087332275e+16 1.0 1e-10 1e-10 1e-10
114687417501.94975 1.2144561950537374e+33 8.71935232112973 4.359676160564865e+16 1.0 1e-10 1e-10 1e-10
115532823389.14745 1.2313599173935901e+33 8.655548879228157 4.327774439614078e+16 1.0 1e-10 1e-10 1e-10
116383723955.1784 1.2484910109973087e+33 8.59226673641341 4.296133368206706e+16 1.0 1e-10 1e-10 1e-10
117240154912.46896 1.2658524860719483e+33 8.529500841640784 4.264750420820392e+16 1.0 1e-10 1e-10 1e-10
118102152205.55682 1.2834473923737713e+33 8.467246204451039 4.233623102225519e+16 1.0 1e-10 1e-10 1e-10
118969752012.5997 1.3012788197259137e+33 8.40549789407053 4.202748947035265e+16 1.0 1e-10 1e-10 1e-10
119842990746.89359 1.3193498985428168e+33 8.34425103852743 4.172125519263715e+16 1.0 1e-10 1e-10 1e-10
120721905058.40115 1.337663800361513e+33 8.283500823783669 4.1417504118918344e+16 1.0 1e-10 1e-10 1e-10
121606531835.28995 1.3562237383798513e+33 8.223242492882296 4.111621246441148e+16 1.0 1e-10 1e-10 1e-10
122496908205.4805 1.3750329680017532e+33 8.163471345109917 4.081735672554958e+16 1.0 1e-10 1e-10 1e-10
123393071538.20467 1.3940947873895926e+33 8.10418273517393 4.052091367586965e+16 1.0 1e-10 1e-10 1e-10
124295059445.57404 1.413412538023796e+33 8.045372072394214 4.022686036197107e+16 1.0 1e-10 1e-10 1e-10
125202909784.15842 1.432989605269747e+33 7.987034819909011 3.993517409954506e+16 1.0 1e-10 1e-10 1e-10
126116660656.5748 1.4528294189520998e+33 7.929166493894693 3.9645832469473464e+16 1.0 1e-10 1e-10 1e-10
127036350413.08647 1.4729354539365983e+33 7.871762662799122 3.935881331399561e+16 1.0 1e-10 1e-10 1e-10
127962017653.21255 1.4933112307194906e+33 7.814818946588361 3.907409473294181e+16 1.0 1e-10 1e-10 1e-10
128893701227.34813 1.5139603160246476e+33 7.758331016006421 3.8791655080032104e+16 1.0 1e-10 1e-10 1e-10
129831440238.39468 1.5348863234084788e+33 7.702294591847812 3.851147295923906e+16 1.0 1e-10 1e-10 1e-10
130775274043.4013 1.5560929138727528e+33 7.64670544424264 3.82335272212132e+16 1.0 1e-10 1e-10 1e-10
131725242255.21658 1.5775837964854217e+33 7.591559391953958 3.795779695976979e+16 1.0 1e-10 1e-10 1e-10
132681384744.15102 1.5993627290095562e+33 7.536852301687203 3.768426150843602e+16 1.0 1e-10 1e-10 1e-10
133643741639.65048 1.6214335185404946e+33 7.48258008741138 3.74129004370569e+16 1.0 1e-10 1e-10 1e-10
134612353331.98047 1.6438000221513187e+33 7.4287387096918485 3.714369354845924e+16 1.0 1e-10 1e-10 1e-10
135587260473.9212 1.6664661475467544e+33 7.37532417503442 3.68766208751721e+16 1.0 1e-10 1e-10 1e-10
136568503982.47392 1.6894358537256205e+33 7.322332535240569 3.661166267620284e+16 1.0 1e-10 1e-10 1e-10
137556125040.57812 1.7127131516519286e+33 7.269759886773538 3.634879943386769e+16 1.0 1e-10 1e-10 1e-10
138550165098.84003 1.7363021049347466e+33 7.217602370135119 3.60880118506756e+16 1.0 1e-10 1e-10 1e-10
139550665877.27228 1.7602068305169453e+33 7.165856169252887 3.5829280846264436e+16 1.0 1e-10 1e-10 1e-10
140557669367.04486 1.78443149937294e+33 7.114517510877709 3.5572587554388548e+16 1.0 1e-10 1e-10 1e-10
141571217832.24768 1.8089803372155456e+33 7.063582663991294 3.531791331995647e+16 1.0 1e-10 1e-10 1e-10
142591353811.66418 1.833857625212067e+33 7.013047939223636 3.506523969611818e+16 1.0 1e-10 1e-10 1e-10
143618120120.55676 1.8590677007097373e+33 6.9629096882801 3.48145484414005e+16 1.0 1e-10 1e-10 1e-10
144651559852.4638 1.884614957970638e+33 6.913164303378006 3.456582151689003e+16 1.0 1e-10 1e-10 1e-10
145691716381.0082 1.910503848916212e+33 6.863808216692517 3.4319041083462584e+16 1.0 1e-10 1e-10 1e-10
146738633361.71793 1.936738883881503e+33 6.814837899811639 3.4074189499058196e+16 1.0 1e-10 1e-10 1e-10
147792354733.85806 1.9633246323792494e+33 6.766249863200183 3.383124931600091e+16 1.0 1e-10 1e-10 1e-10
148852924722.2751 1.9902657238739513e+33 6.7180406556724845 3.3590203278362424e+16 1.0 1e-10 1e-10 1e-10
149920387839.253 2.017566848566055e+33 6.67020686387375 3.3351034319368748e+16 1.0 1e-10 1e-10 1e-10
150994788886.3813 2.0452327581863692e+33 6.622745111769836 3.311372555884918e+16 1.0 1e-10 1e-10 1e-10
152076172956.43558 2.0732682668008654e+33 6.575652060145308 3.287826030072654e+16 1.0 1e-10 1e-10 1e-10
153164585435.27002 2.1016782516259917e+33 6.528924406109642 3.264462203054821e+16 1.0 1e-10 1e-10 1e-10
154260072003.72205 2.130467653854621e+33 6.482558882611382 3.241279441305691e+16 1.0 1e-10 1e-10 1e-10
155362678639.52985 2.159641479492799e+33 6.4365522579601295 3.218276128980065e+16 1.0 1e-10 1e-10 1e-10
156472451619.26184 2.1892048002074156e+33 6.390901335356206 3.195450667678103e+16 1.0 1e-10 1e-10 1e-10
157589437520.25897 2.219162754184945e+33 6.3456029524278525 3.1728014762139264e+16 1.0 1e-10 1e-10 1e-10
158713683222.58963 2.2495205470014046e+33 6.300653980775809 3.1503269903879044e+16 1.0 1e-10 1e-10 1e-10
159845235911.01718 2.280283452503673e+33 6.256051325525155 3.1280256627625772e+16 1.0 1e-10 1e-10 1e-10
160984143076.9803 2.3114568137023148e+33 6.2117919248842695 3.1058959624421348e+16 1.0 1e-10 1e-10 1e-10
162130452520.58615 2.3430460436760703e+33 6.167872749710774 3.083936374855387e+16 1.0 1e-10 1e-10 1e-10
163284212352.6167 2.3750566264881582e+33 6.124290803084334 3.062145401542167e+16 1.0 1e-10 1e-10 1e-10
164445470996.5478 2.407494118114531e+33 6.081043119886185 3.0405215599430924e+16 1.0 1e-10 1e-10 1e-10
165614277190.5816 2.4403641473842706e+33 6.038126766385267 3.0190633831926336e+16 1.0 1e-10 1e-10 1e-10
166790679989.69208 2.473672416932255e+33 5.995538839830867 2.9977694199154336e+16 1.0 1e-10 1e-10 1e-10
167974728767.68384 2.5074247041642662e+33 5.953276468051586 2.976638234025793e+16 1.0 1e-10 1e-10 1e-10
169166473219.26453 2.5416268622346993e+33 5.911336809060583 2.9556684045302916e+16 1.0 1e-10 1e-10 1e-10
170365963362.13016 2.5762848210370438e+33 5.869717050666971 2.9348585253334852e+16 1.0 1e-10 1e-10 1e-10
171573249539.06476 2.6114045882072977e+33 5.828414410093191 2.9142072050465956e+16 1.0 1e-10 1e-10 1e-10
172788382420.0531 2.64699225014048e+33 5.787426133598344 2.893713066799172e+16 1.0 1e-10 1e-10 1e-10
174011413004.40717 2.6830539730204244e+33 5.746749496107322 2.873374748053661e+16 1.0 1e-10 1e-10 1e-10
175242392622.90692 2.7195960038630107e+33 5.706381800845626 2.853190900422813e+16 1.0 1e-10 1e-10 1e-10
176481372939.95438 2.7566246715730324e+33 5.666320378979813 2.8331601894899064e+16 1.0 1e-10 1e-10 1e-10
177728405955.7422 2.7941463880148466e+33 5.626562589263414 2.8132812946317068e+16 1.0 1e-10 1e-10 1e-10
178983544008.43588 2.832167649097022e+33 5.587105817688288 2.793552908844144e+16 1.0 1e-10 1e-10 1e-10
180246839776.37073 2.87069503587114e+33 5.547947477141255 2.7739737385706276e+16 1.0 1e-10 1e-10 1e-10
181518346280.2625 2.9097352156449413e+33 5.509085007065952 2.754542503532976e+16 1.0 1e-10 1e-10 1e-10
182798116885.43286 2.949294943110018e+33 5.470515873129816 2.735257936564908e+16 1.0 1e-10 1e-10 1e-10
184086205304.04892 2.9893810614842163e+33 5.432237566896085 2.7161187834480428e+16 1.0 1e-10 1e-10 1e-10
185382665597.37787 3.0300005036689683e+33 5.394247605500739 2.6971238027503696e+16 1.0 1e-10 1e-10 1e-10
186687552178.0556 3.0711602934217316e+33 5.356543531334308 2.678271765667154e+16 1.0 1e-10 1e-10 1e-10
188000919812.37073 3.112867546543731e+33 5.319122911728428 2.659561455864214e+16 1.0 1e-10 1e-10 1e-10
189322823622.5628 3.1551294720832127e+33 5.281983338647097 2.640991669323549e+16 1.0 1e-10 1e-10 1e-10
190653319089.1361 3.197953373554419e+33 5.245122428382535 2.6225612141912676e+16 1.0 1e-10 1e-10 1e-10
191992462053.188 3.2413466501724597e+33 5.208537821255546 2.604268910627773e+16 1.0 1e-10 1e-10 1e-10
193340308718.75262 3.285316798104321e+33 5.172227181320348 2.5861135906601744e+16 1.0 1e-10 1e-10 1e-10
194696915655.15985 3.329871411736205e+33 5.136188196073757 2.5680940980368784e+16 1.0 1e-10 1e-10 1e-10
196062339799.40933 3.37501818495741e+33 5.1004185761686625 2.550209288084331e+16 1.0 1e-10 1e-10 1e-10
197436638458.56042 3.420764912460987e+33 5.064916055131722 2.532458027565861e+16 1.0 1e-10 1e-10 1e-10
198819869312.13715 3.467119491061361e+33 5.0296783890852 2.5148391945426e+16 1.0 1e-10 1e-10 1e-10
200212090414.54904 3.5140899210291687e+33 4.994703356472881 2.4973516782364404e+16 1.0 1e-10 1e-10 1e-10
201613360197.52786 3.5616843074435155e+33 4.959988757789979 2.4799943788949896e+16 1.0 1e-10 1e-10 1e-10
203023737472.57977 3.609910861561895e+33 4.925532415316998 2.462766207658499e+16 1.0 1e-10 1e-10 1e-10
204443281433.45386 3.658777902207987e+33 4.891332172857435 2.4456660864287176e+16 1.0 1e-10 1e-10 1e-10
205872051658.6263 3.7082938571775765e+33 4.857385895479314 2.428692947739657e+16 1.0 1e-10 1e-10 1e-10
207310108113.8011 3.758467264662828e+33 4.823691469260431 2.411845734630215e+16 1.0 1e-10 1e-10 1e-10
208757511154.42664 3.809306774695162e+33 4.790246801037297 2.3951234005186484e+16 1.0 1e-10 1e-10 1e-10
210214321528.229 3.8608211506069476e+33 4.757049818157671 2.3785249090788356e+16 1.0 1e-10 1e-10 1e-10
211680600377.76144 3.913019270512308e+33 4.724098468236662 2.3620492341183308e+16 1.0 1e-10 1e-10 1e-10
213156409242.97058 3.965910128807231e+33 4.691390718916314 2.3456953594581572e+16 1.0 1e-10 1e-10 1e-10
214641810063.7793 4.01950283768928e+33 4.658924557628623 2.3294622788143116e+16 1.0 1e-10 1e-10 1e-10
216136865182.68622 4.073806628697136e+33 4.626697991361937 2.3133489956809684e+16 1.0 1e-10 1e-10 1e-10
217641637347.3824 4.12883085427025e+33 4.5947090464306655 2.297354523215333e+16 1.0 1e-10 1e-10 1e-10
219156189713.38477 4.184584989328843e+33 4.562955768248265 2.2814778841241324e+16 1.0 1e-10 1e-10 1e-10
220680585846.68683 4.241078632874539e+33 4.531436221103422 2.265718110551711e+16 1.0 1e-10 1e-10 1e-10
222214889726.4264 4.298321509611896e+33 4.500148487939408 2.250074243969704e+16 1.0 1e-10 1e-10 1e-10
223759165747.57098 4.356323471591097e+33 4.4690906701365165 2.2345453350682584e+16 1.0 1e-10 1e-10 1e-10
225313478723.6204 4.4150944998721e+33 4.43826088729758 2.21913044364879e+16 1.0 1e-10 1e-10 1e-10
226877893889.32697 4.4746447062105e+33 4.40765727703647 2.2038286385182348e+16 1.0 1e-10 1e-10 1e-10
228452476903.4335 4.5349843347653983e+33 4.377277994769557 2.1886389973847784e+16 1.0 1e-10 1e-10 1e-10
230037293851.42886 4.596123763829581e+33 4.3471212135100865 2.173560606755043e+16 1.0 1e-10 1e-10 1e-10
231632411248.32172 4.6580735075822616e+33 4.317185123665397 2.1585925618326988e+16 1.0 1e-10 1e-10 1e-10
233237896041.4322 4.720844217864732e+33 4.287467932836955 2.1437339664184772e+16 1.0 1e-10 1e-10 1e-10
234853815613.20154 4.784446685979163e+33 4.257967865623165 2.1289839328115824e+16 1.0 1e-10 1e-10 1e-10
236480237784.02026 4.8488918445109063e+33 4.228683163424885 2.1143415817124428e+16 1.0 1e-10 1e-10 1e-10
238117230815.07465 4.9141907691745877e+33 4.199612084253637 2.0998060421268184e+16 1.0 1e-10 1e-10 1e-10
239764863411.21143 4.980354680684269e+33 4.170752902542432 2.085376451271216e+16 1.0 1e-10 1e-10 1e-10
241423204723.8217 5.04739494664807e+33 4.1421039089592036 2.0710519544796016e+16 1.0 1e-10 1e-10 1e-10
243092324353.74283 5.115323083487474e+33 4.113663410222781 2.0568317051113904e+16 1.0 1e-10 1e-10 1e-10
244772292354.17993 5.1841507583817166e+33 4.085429728921371 2.0427148644606852e+16 1.0 1e-10 1e-10 1e-10
246463179233.64587 5.253889791237557e+33 4.05740120333352 2.02870060166676e+16 1.0 1e-10 1e-10 1e-10
248165055958.92047 5.324552156684731e+33 4.029576187251492 2.014788093625746e+16 1.0 1e-10 1e-10 1e-10
249877993958.02905 5.396149986097497e+33 4.0019530498070415 2.000976524903521e+16 1.0 1e-10 1e-10 1e-10
251602065123.24033 5.468695569642525e+33 3.9745301752995448 1.9872650876497724e+16 1.0 1e-10 1e-10 1e-10
253337341814.0837 5.542201358353548e+33 3.947305963026439 1.9736529815132196e+16 1.0 1e-10 1e-10 1e-10
255083896860.38617 5.616679966233079e+33 3.9202788271159466 1.9601394135579732e+16 1.0 1e-10 1e-10 1e-10
256841803565.329 5.692144172381575e+33 3.893447196362039 1.9467235981810196e+16 1.0 1e-10 1e-10 1e-10
258611135708.52435 5.768606923154366e+33 3.866809514061609 1.933404757030805e+16 1.0 1e-10 1e-10 1e-10
260391967549.11176 5.846081334346769e+33 3.840364237853815 1.9201821189269076e+16 1.0 1e-10 1e-10 1e-10
262184373828.87476 5.924580693407712e+33 3.814109839561569 1.9070549197807844e+16 1.0 1e-10 1e-10 1e-10
263988429775.37787 6.00411846168224e+33 3.7880448050351245 1.8940224025175624e+16 1.0 1e-10 1e-10 1e-10
265804211105.12396 6.084708276683308e+33 3.7621676339977395 1.8810838169988696e+16 1.0 1e-10 1e-10 1e-10
267631794026.732 6.166363954393222e+33 3.7364768398933816 1.8682384199466908e+16 1.0 1e-10 1e-10 1e-10
269471255244.13553 6.249099491595119e+33 3.710970949736439 1.8554854748682196e+16 1.0 1e-10 1e-10 1e-10
271322671959.802 6.332929068234867e+33 3.685648503963413 1.8428242519817064e+16 1.0 1e-10 1e-10 1e-10
273186121877.9729 6.417867049813813e+33 3.660508056286553 1.8302540281432764e+16 1.0 1e-10 1e-10 1e-10
275061683207.9252 6.50392798981276e+33 3.6355481735494144 1.817774086774707e+16 1.0 1e-10 1e-10 1e-10
276949434667.25336 6.591126632147548e+33 3.6107674355843 1.80538371779215e+16 1.0 1e-10 1e-10 1e-10
278849455485.1738 6.679477913656745e+33 3.5861644350715576 1.7930822175357788e+16 1.0 1e-10 1e-10 1e-10
280761825405.8496 6.768996966621754e+33 3.5617377774007206 1.7808688887003604e+16 1.0 1e-10 1e-10 1e-10
282686624691.73755 6.859699121319832e+33 3.537486080533432 1.768743040266716e+16 1.0 1e-10 1e-10 1e-10
284623934126.9568 6.951599908610442e+33 3.5134079748681604 1.7567039874340802e+16 1.0 1e-10 1e-10 1e-10
286573835020.6795 7.044715062555354e+33 3.4895021031066524 1.7447510515533262e+16 1.0 1e-10 1e-10 1e-10
288536409210.543 7.139060523072919e+33 3.4657671201221154 1.7328835600610578e+16 1.0 1e-10 1e-10 1e-10
290511739066.0851 7.234652438627033e+33 3.442201692829087 1.7211008464145434e+16 1.0 1e-10 1e-10 1e-10
292499907492.20056 7.331507168951148e+33 3.4188045000549776 1.7094022500274888e+16 1.0 1e-10 1e-10 1e-10
294500997932.621 7.42964128780788e+33 3.395574232413265 1.6977871162066324e+16 1.0 1e-10 1e-10 1e-10
296515094373.41705 7.529071585784589e+33 3.37250959217829 1.686254796089145e+16 1.0 1e-10 1e-10 1e-10
298542281346.5231 7.62981507312549e+33 3.3496092931616714 1.6748046465808358e+16 1.0 1e-10 1e-10 1e-10
300582643933.285 7.731888982600682e+33 3.3268720605902726 1.6634360302951364e+16 1.0 1e-10 1e-10 1e-10
302636267768.0314 7.83531077241267e+33 3.3042966309857253 1.6521483154928626e+16 1.0 1e-10 1e-10 1e-10
304703239041.66736 7.940098129140774e+33 3.28188175204548 1.64094087602274e+16 1.0 1e-10 1e-10 1e-10
306783644505.292 8.046268970723996e+33 3.2596261825253525 1.6298130912626762e+16 1.0 1e-10 1e-10 1e-10
308877571473.83954 8.153841449482816e+33 3.237528692123556 1.618764346061778e+16 1.0 1e-10 1e-10 1e-10
310985107829.7438 8.262833955180399e+33 3.2155880613661854 1.6077940306830926e+16 1.0 1e-10 1e-10 1e-10
313106342026.62646 8.373265118123781e+33 3.193803081494147 1.5969015407470734e+16 1.0 1e-10 1e-10 1e-10
315241363093.0099 8.485153812305534e+33 3.172172554351494 1.586086277175747e+16 1.0 1e-10 1e-10 1e-10
317390260636.05347 8.59851915858639e+33 3.1506952922751608 1.5753476461375804e+16 1.0 1e-10 1e-10 1e-10
319553124845.3143 8.713380527919452e+33 3.1293701179860745 1.5646850589930372e+16 1.0 1e-10 1e-10 1e-10
321730046496.5326 8.829757544616438e+33 3.1081958644816137 1.5540979322408068e+16 1.0 1e-10 1e-10 1e-10
323921116955.4418 8.947670089656611e+33 3.0871713749294054 1.5435856874647028e+16 1.0 1e-10 1e-10 1e-10
326126428181.60254 9.067138304038796e+33 3.0662955025624385 1.5331477512812192e+16 1.0 1e-10 1e-10 1e-10
328346072732.26294 9.188182592177266e+33 3.0455671105754667 1.5227835552877334e+16 1.0 1e-10 1e-10 1e-10
